timestamp,macAddress,Posizione,RSSI
2024-06-27T17:31:45.125273,FF:FF:11:10:14:A0,11,-71
2024-06-27T17:31:48.619360,FF:FF:11:10:14:A0,11,-73
2024-06-27T17:31:52.938848,FF:FF:11:10:14:A0,11,-71
2024-06-27T17:31:56.337103,FF:FF:11:10:14:A0,11,-75
2024-06-27T17:32:00.790092,FF:FF:11:10:14:A0,11,-72
2024-06-27T17:32:37.448582,FF:FF:11:10:14:A0,11,-74
2024-06-27T17:32:51.930984,FF:FF:11:10:14:A0,11,-61
2024-06-27T17:32:56.357248,FF:FF:11:10:14:A0,11,-60
2024-06-27T17:32:57.475491,FF:FF:11:10:14:A0,11,-62
2024-06-27T17:32:58.713632,FF:FF:11:10:14:A0,11,-82
2024-06-27T17:32:59.672891,FF:FF:11:10:14:A0,11,-68
2024-06-27T17:33:03.151961,FF:FF:11:10:14:A0,11,-59
2024-06-27T17:33:04.181034,FF:FF:11:10:14:A0,11,-66
