timestamp,macAddress,Posizione,RSSI
2024-07-03T16:03:34.014886,FF:FF:11:10:14:A0,7,-62
2024-07-03T16:03:38.440135,FF:FF:11:10:14:A0,7,-63
2024-07-03T16:03:45.142206,FF:FF:11:10:14:A0,7,-63
2024-07-03T16:03:47.347327,FF:FF:11:10:14:A0,7,-62
2024-07-03T16:03:48.531423,FF:FF:11:10:14:A0,7,-62
2024-07-03T16:04:27.761136,FF:FF:11:10:14:A0,7,-58
2024-07-03T16:04:28.848823,FF:FF:11:10:14:A0,7,-56
2024-07-03T16:04:29.970693,FF:FF:11:10:14:A0,7,-66
2024-07-03T16:04:32.403859,FF:FF:11:10:14:A0,7,-69
2024-07-03T16:04:35.539958,FF:FF:11:10:14:A0,7,-58
