timestamp,macAddress,Posizione,RSSI
2024-07-03T16:08:20.491035,FF:FF:11:10:14:A0,13,-61
2024-07-03T16:08:22.804657,FF:FF:11:10:14:A0,13,-61
2024-07-03T16:08:31.710256,FF:FF:11:10:14:A0,13,-60
2024-07-03T16:08:33.881358,FF:FF:11:10:14:A0,13,-60
2024-07-03T16:09:12.032092,FF:FF:11:10:14:A0,13,-62
2024-07-03T16:09:13.190537,FF:FF:11:10:14:A0,13,-70
2024-07-03T16:09:17.596367,FF:FF:11:10:14:A0,13,-59
2024-07-03T16:09:18.740274,FF:FF:11:10:14:A0,13,-57
2024-07-03T16:09:19.894374,FF:FF:11:10:14:A0,13,-63
2024-07-03T16:09:20.956765,FF:FF:11:10:14:A0,13,-57
2024-07-03T16:09:22.074899,FF:FF:11:10:14:A0,13,-60
2024-07-03T16:09:23.226327,FF:FF:11:10:14:A0,13,-68
