timestamp,macAddress,Posizione,RSSI
2024-07-03T19:56:31.547155,FF:FF:11:15:F5:9A,7,-76
2024-07-03T19:56:33.828237,FF:FF:11:15:F5:9A,7,-76
2024-07-03T19:56:44.965243,FF:FF:11:15:F5:9A,7,-71
