timestamp,macAddress,Posizione,RSSI
2024-06-27T20:05:47.472085,FF:FF:11:15:F5:9A,8,-64
2024-06-27T20:05:48.648345,FF:FF:11:15:F5:9A,8,-61
2024-06-27T20:05:53.037114,FF:FF:11:15:F5:9A,8,-60
2024-06-27T20:05:54.163330,FF:FF:11:15:F5:9A,8,-61
