timestamp,macAddress,Posizione,RSSI
2024-07-03T16:25:19.907109,FF:FF:11:10:14:A0,11,-63
2024-07-03T16:25:21.034113,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:25:23.214578,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:25:24.403378,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:25:25.455173,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:25:26.600381,FF:FF:11:10:14:A0,11,-61
2024-07-03T16:25:27.660829,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:25:29.917521,FF:FF:11:10:14:A0,11,-66
2024-07-03T16:25:36.674779,FF:FF:11:10:14:A0,11,-63
2024-07-03T16:25:37.838003,FF:FF:11:10:14:A0,11,-63
