timestamp,macAddress,Posizione,RSSI
2024-06-30T16:26:37.776014,FF:FF:11:10:14:A0,22,-59
2024-06-30T16:26:38.722351,FF:FF:11:10:14:A0,22,-62
2024-06-30T16:26:40.193951,FF:FF:11:10:14:A0,22,-65
2024-06-30T16:26:40.976968,FF:FF:11:10:14:A0,22,-64
2024-06-30T16:26:42.164936,FF:FF:11:10:14:A0,22,-60
2024-06-30T16:26:43.252096,FF:FF:11:10:14:A0,22,-59
2024-06-30T16:26:44.326965,FF:FF:11:10:14:A0,22,-60
2024-06-30T16:26:45.416544,FF:FF:11:10:14:A0,22,-63
2024-06-30T16:26:47.654280,FF:FF:11:10:14:A0,22,-63
2024-06-30T16:26:52.097407,FF:FF:11:10:14:A0,22,-63
2024-06-30T16:26:53.192121,FF:FF:11:10:14:A0,22,-62
