timestamp,macAddress,Posizione,RSSI
2024-07-03T16:42:31.910095,FF:FF:11:10:14:A0,11,-79
2024-07-03T16:42:33.035184,FF:FF:11:10:14:A0,11,-62
2024-07-03T16:42:34.125909,FF:FF:11:10:14:A0,11,-63
2024-07-03T16:42:35.235633,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:42:36.342890,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:42:37.461369,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:42:38.624791,FF:FF:11:10:14:A0,11,-60
2024-07-03T16:42:39.706521,FF:FF:11:10:14:A0,11,-66
2024-07-03T16:42:43.052434,FF:FF:11:10:14:A0,11,-66
2024-07-03T16:42:46.414259,FF:FF:11:10:14:A0,11,-62
