timestamp,macAddress,Posizione,RSSI
2024-06-27T17:04:15.007803,FF:FF:11:10:14:A0,18,-66
2024-06-27T17:04:16.113255,FF:FF:11:10:14:A0,18,-70
2024-06-27T17:04:17.408525,FF:FF:11:10:14:A0,18,-63
2024-06-27T17:04:18.359265,FF:FF:11:10:14:A0,18,-65
2024-06-27T17:04:19.475529,FF:FF:11:10:14:A0,18,-71
2024-06-27T17:04:24.308794,FF:FF:11:10:14:A0,18,-68
2024-06-27T17:04:25.073078,FF:FF:11:10:14:A0,18,-72
2024-06-27T17:07:21.963022,FF:FF:11:10:14:A0,18,-52
2024-06-27T17:07:23.029568,FF:FF:11:10:14:A0,18,-54
2024-06-27T17:07:24.133436,FF:FF:11:10:14:A0,18,-61
2024-06-27T17:07:25.339556,FF:FF:11:10:14:A0,18,-59
2024-06-27T17:07:26.369116,FF:FF:11:10:14:A0,18,-59
2024-06-27T17:07:27.512925,FF:FF:11:10:14:A0,18,-63
