timestamp,macAddress,Posizione,RSSI
2024-06-30T15:49:21.476248,FF:FF:11:10:14:A0,1,-60
2024-06-30T15:49:23.820170,FF:FF:11:10:14:A0,1,-61
2024-06-30T15:49:31.668703,FF:FF:11:10:14:A0,1,-64
2024-06-30T15:49:36.138552,FF:FF:11:10:14:A0,1,-61
2024-06-30T15:52:25.176573,FF:FF:11:10:14:A0,1,-58
2024-06-30T15:52:30.664929,FF:FF:11:10:14:A0,1,-58
2024-06-30T15:52:34.045321,FF:FF:11:10:14:A0,1,-77
2024-06-30T15:52:35.203911,FF:FF:11:10:14:A0,1,-73
2024-06-30T15:52:36.330909,FF:FF:11:10:14:A0,1,-66
2024-06-30T15:52:37.457504,FF:FF:11:10:14:A0,1,-68
2024-06-30T15:52:38.994493,FF:FF:11:10:14:A0,1,-60
2024-06-30T15:52:39.710957,FF:FF:11:10:14:A0,1,-58
