timestamp,macAddress,Posizione,RSSI
2024-07-04T12:27:12.653352,FF:FF:11:15:2D:C4,1,-56
2024-07-04T12:27:15.726172,FF:FF:11:15:2D:C4,1,-57
2024-07-04T12:27:16.819095,FF:FF:11:15:2D:C4,1,-52
2024-07-04T12:27:17.972272,FF:FF:11:15:2D:C4,1,-56
2024-07-04T12:27:22.479111,FF:FF:11:15:2D:C4,1,-57
2024-07-04T12:27:23.497293,FF:FF:11:15:2D:C4,1,-57
2024-07-04T12:27:26.774197,FF:FF:11:15:2D:C4,1,-58
2024-07-04T12:27:27.906423,FF:FF:11:15:2D:C4,1,-56
2024-07-04T12:27:28.977774,FF:FF:11:15:2D:C4,1,-55
2024-07-04T12:27:30.081976,FF:FF:11:15:2D:C4,1,-58
