timestamp,macAddress,Posizione,RSSI
2024-07-04T10:32:25.258515,FF:FF:11:15:F5:9A,20,-78
2024-07-04T10:32:41.977011,FF:FF:11:15:F5:9A,20,-71
2024-07-04T10:32:43.178541,FF:FF:11:15:F5:9A,20,-58
2024-07-04T10:32:44.203408,FF:FF:11:15:F5:9A,20,-57
