timestamp,macAddress,Posizione,RSSI
2024-07-03T16:53:01.328691,FF:FF:11:15:2D:C4,3,-62
2024-07-03T16:53:12.445543,FF:FF:11:15:2D:C4,3,-62
2024-07-03T16:53:13.610355,FF:FF:11:15:2D:C4,3,-61
